FastAnswerID	Paragraph	TrueParagraph	Module	ParentId
10902	Если предоставляете сотруднику отпуск без сохранения зарплаты на длительный срок (несколько месяцев или лет), оформите один приказ. Независимо от продолжительности отпуска правила его оформления едины. Сотрудник пишет заявление, а работодатель издает приказ. Об этом — в статье 128 ТК.	Чтобы оформить отпуск за свой счет, сотрудник должен написать заявление (ст. 128 ТК). Заявление необходимо независимо от того, какой отпуск за свой счет оформляет сотрудник – обязательный или нет. На основании заявления сотрудника издайте приказ о предоставлении отпуска. Приказ должен подписать руководитель, сотрудника необходимо ознакомить с ним под подпись.	86	92132
10902	Важно: сотрудник в заявлении должен писать конкретный срок, на который он просит отпуск. Нельзя оформить заявление без даты окончания отдыха за свой счет. Если нужно, по окончании отпуска можно оформить еще один отдых без содержания.	Чтобы оформить отпуск за свой счет, сотрудник должен написать заявление (ст. 128 ТК). Заявление необходимо независимо от того, какой отпуск за свой счет оформляет сотрудник – обязательный или нет. На основании заявления сотрудника издайте приказ о предоставлении отпуска. Приказ должен подписать руководитель, сотрудника необходимо ознакомить с ним под подпись.	86	92132
10902	Приказы на отпуск за свой счет храните: — не менее 75 лет — если они изданы до 2003 года; — не менее 50 лет — если они изданы после 2003 года.	Чтобы оформить отпуск за свой счет, сотрудник должен написать заявление (ст. 128 ТК). Заявление необходимо независимо от того, какой отпуск за свой счет оформляет сотрудник – обязательный или нет. На основании заявления сотрудника издайте приказ о предоставлении отпуска. Приказ должен подписать руководитель, сотрудника необходимо ознакомить с ним под подпись.	86	92132
10902	Подробнее об этом смотрите Сколько лет хранить документы по личному составу в кадровой службе.	Чтобы оформить отпуск за свой счет, сотрудник должен написать заявление (ст. 128 ТК). Заявление необходимо независимо от того, какой отпуск за свой счет оформляет сотрудник – обязательный или нет. На основании заявления сотрудника издайте приказ о предоставлении отпуска. Приказ должен подписать руководитель, сотрудника необходимо ознакомить с ним под подпись.	86	92132
10902	Хранить ли приказы в личном деле или в отдельной папке, работодатель решает самостоятельно. Обязанность вести личные дела предусмотрена только в отношении государственных гражданских и муниципальных служащих, а также военнослужащих (ст. 30 Закона от 02.03.2007 № 25-ФЗ, ст. 42 Закона от 27.07.2004 № 79-ФЗ, ст. 2 Закона от 28.03.1998 № 53-ФЗ). Обычные коммерческие организации вправе определить порядок хранения кадровых документов самостоятельно.	Чтобы оформить отпуск за свой счет, сотрудник должен написать заявление (ст. 128 ТК). Заявление необходимо независимо от того, какой отпуск за свой счет оформляет сотрудник – обязательный или нет. На основании заявления сотрудника издайте приказ о предоставлении отпуска. Приказ должен подписать руководитель, сотрудника необходимо ознакомить с ним под подпись.	86	92132
10902	Отпуск без сохранения зарплаты, который работодатель обязан предоставить, отразите в унифицированной форме табеля учета рабочего времени Т-12 буквенным кодом «ОЗ» (цифровой код «17»). Если отпуск предоставляете по соглашению сторон, то укажите буквенный код «ДО» (цифровой код «16»). Все условные обозначения посмотрите в справочнике.	Чтобы оформить отпуск за свой счет, сотрудник должен написать заявление (ст. 128 ТК). Заявление необходимо независимо от того, какой отпуск за свой счет оформляет сотрудник – обязательный или нет. На основании заявления сотрудника издайте приказ о предоставлении отпуска. Приказ должен подписать руководитель, сотрудника необходимо ознакомить с ним под подпись.	86	92132
10902	Работодатель вправе использовать свою форму табеля учета рабочего времени. Если применяете самостоятельно разработанную форму табеля, то укажите утвержденные работодателем буквенные коды, которые обозначают отпуск без сохранения зарплаты. Это следует из постановления Госкомстата от 05.01.2004 № 1, части 4 статьи 9 Закона от 06.12.2011 № 402-ФЗ и подтверждает письмо Роструда от 14.02.2013 № ПГ/1487-6-1.	Чтобы оформить отпуск за свой счет, сотрудник должен написать заявление (ст. 128 ТК). Заявление необходимо независимо от того, какой отпуск за свой счет оформляет сотрудник – обязательный или нет. На основании заявления сотрудника издайте приказ о предоставлении отпуска. Приказ должен подписать руководитель, сотрудника необходимо ознакомить с ним под подпись.	86	92132
10902	Отпуск без сохранения зарплаты отмечайте в табеле кодом «А» – неявки с разрешения администрации. Такой код есть в Методических указаниях, утвержденных приказом Минфина от 30.03.2015 № 52н. Используйте его независимо от того, обязан работодатель предоставить отпуск или предоставляете отпуск по соглашению сторон.	Чтобы оформить отпуск за свой счет, сотрудник должен написать заявление (ст. 128 ТК). Заявление необходимо независимо от того, какой отпуск за свой счет оформляет сотрудник – обязательный или нет. На основании заявления сотрудника издайте приказ о предоставлении отпуска. Приказ должен подписать руководитель, сотрудника необходимо ознакомить с ним под подпись.	86	92132
10904	При расчете отпускных и среднего заработка за время командировки в расчетный период не включайте все дни отпуска без сохранения зарплаты (п. 5 положения, утв. постановлением Правительства от 24.12.2007 № 922, письмо Государственной инспекции труда в г. Москве от 04.06.2020 № 77/10-20669-ОБ/18-1299). Также исключите отпуск за свой счет из расчетного периода при определении компенсации за неиспользованный отпуск в связи с увольнением (п. 5 положения, утв. постановлением Правительства от 24.12.2007 № 922).	При расчете отпускных и среднего заработка за время командировки в расчетный период не включайте все дни отпуска без сохранения зарплаты (п. 5 положения, утв. постановлением Правительства от 24.12.2007 № 922, письмо Государственной инспекции труда в г. Москве от 04.06.2020 № 77/10-20669-ОБ/18-1299). Также исключите отпуск за свой счет из расчетного периода при определении компенсации за неиспользованный отпуск в связи с увольнением (п. 5 положения, утв. постановлением Правительства от 24.12.2007 № 922).	86	325015
10904	При расчете больничных, пособий по беременности и родам и по уходу за ребенком до 1,5 лет отпуск за свой счет из расчетного периода не исключайте. Это следует из части 3.1 статьи 14, статьи 16 Закона от 29.12.2006 № 255-ФЗ и пункта 2 Правил, утвержденных приказом Минтруда от 09.09.2020 № 585н.	При расчете отпускных и среднего заработка за время командировки в расчетный период не включайте все дни отпуска без сохранения зарплаты (п. 5 положения, утв. постановлением Правительства от 24.12.2007 № 922, письмо Государственной инспекции труда в г. Москве от 04.06.2020 № 77/10-20669-ОБ/18-1299). Также исключите отпуск за свой счет из расчетного периода при определении компенсации за неиспользованный отпуск в связи с увольнением (п. 5 положения, утв. постановлением Правительства от 24.12.2007 № 922).	86	325015
10907	Заявление о предоставлении отпуска за свой счет составьте в произвольной форме. Трудовой кодекс не обязывает сотрудника представлять документы, которые подтверждают право на отпуск (письмо Минтруда от 30.08.2019 № 14-2/ООГ-6315).	Заявление о предоставлении отпуска за свой счет составьте в произвольной форме. Трудовой кодекс не обязывает сотрудника представлять документы, которые подтверждают право на отпуск (письмо Минтруда от 30.08.2019 № 14-2/ООГ-6315).	86	292406
10907	Но чтобы подтвердить право на обязательный отпуск за свой счет, рекомендуем приложить к заявлению копии подтверждающих документов. Это поможет снизить риски злоупотреблений, а также споров с сотрудником и трудовой инспекцией о правомерности отпуска. В коллективном договоре или локальном нормативном акте работодатель вправе установить перечень таких документов.	Заявление о предоставлении отпуска за свой счет составьте в произвольной форме. Трудовой кодекс не обязывает сотрудника представлять документы, которые подтверждают право на отпуск (письмо Минтруда от 30.08.2019 № 14-2/ООГ-6315).	86	292406
10907	Например, в случае смерти близкого родственника подтвердить факт смерти может копия свидетельства о смерти родственника. Подтвердить факт родства можно копиями свидетельств о рождении, заключении брака, об усыновлении (удочерении), судебных решений об усыновлении (удочерении), справок, выданных органом ЗАГС или иным учреждением, располагающим соответствующими архивами, и прочими.	Заявление о предоставлении отпуска за свой счет составьте в произвольной форме. Трудовой кодекс не обязывает сотрудника представлять документы, которые подтверждают право на отпуск (письмо Минтруда от 30.08.2019 № 14-2/ООГ-6315).	86	292406
11412	Больничный, который приходится на дни отпуска без сохранения зарплаты, оплате не подлежит. Остальные дни временной нетрудоспособности оплатите в общем порядке. Это предусмотрено пунктом 1 части 1 статьи 9 Закона от 29.12.2006 № 255-ФЗ, подпунктом «а» пункта 17 положения, утвержденного постановлением Правительства от 15.06.2007 № 375.	Больничный, который приходится на дни отпуска без сохранения зарплаты, оплате не подлежит. Остальные дни временной нетрудоспособности оплатите в общем порядке. Это предусмотрено пунктом 1 части 1 статьи 9 Закона от 29.12.2006 № 255-ФЗ, подпунктом «а» пункта 17 положения, утвержденного постановлением Правительства от 15.06.2007 № 375.	86	304575
11412	Если сотрудник заболел во время отпуска за свой счет, а выздоровел по его окончании, то оплатите дни болезни с даты окончания отпуска до дня выздоровления. Аналогичный порядок действует, если сотрудник заболел до начала неоплачиваемого отпуска, а выздоровел во время отпуска. Оплатите пособие со дня начала болезни до даты начала отпуска.	Больничный, который приходится на дни отпуска без сохранения зарплаты, оплате не подлежит. Остальные дни временной нетрудоспособности оплатите в общем порядке. Это предусмотрено пунктом 1 части 1 статьи 9 Закона от 29.12.2006 № 255-ФЗ, подпунктом «а» пункта 17 положения, утвержденного постановлением Правительства от 15.06.2007 № 375.	86	304575
11412	Перенос или продление отпуска без сохранения зарплаты на более поздний период законодательством не предусмотрены. Можно перенести или продлить только ежегодный оплачиваемый отпуск (ст. 124 ТК). При этом сотрудник может прервать отпуск за свой счет, подав соответствующее заявление работодателю.	Больничный, который приходится на дни отпуска без сохранения зарплаты, оплате не подлежит. Остальные дни временной нетрудоспособности оплатите в общем порядке. Это предусмотрено пунктом 1 части 1 статьи 9 Закона от 29.12.2006 № 255-ФЗ, подпунктом «а» пункта 17 положения, утвержденного постановлением Правительства от 15.06.2007 № 375.	86	304575
11873	Да, нужно. Представьте СЗВ-М на всех сотрудников, включая тех, которые не получали заработную плату или вознаграждение за отчетный период.	Да, нужно. Представьте СЗВ-М на всех сотрудников, включая тех, которые не получали заработную плату или вознаграждение за отчетный период.	12	334245
11873	Работодатель обязан ежемесячно сдавать в ПФР сведения обо всех сотрудниках, с которыми заключены трудовые или гражданско-правовые договоры (п. 2.2 ст. 11 Закона от 01.04.1996 № 27-ФЗ). Даже если сотрудник находится в отпуске без сохранения заработной платы, трудовой договор с ним продолжает действовать.	Да, нужно. Представьте СЗВ-М на всех сотрудников, включая тех, которые не получали заработную плату или вознаграждение за отчетный период.	12	334245
11873	Если не включить в отчет сотрудников в отпусках за свой счет, работодателю может грозить штраф со стороны контролеров (подробности – в рекомендации Штраф за СЗВ-М: размер, платежка, как избежать).	Да, нужно. Представьте СЗВ-М на всех сотрудников, включая тех, которые не получали заработную плату или вознаграждение за отчетный период.	12	334245
12715	Чтобы оформить отпуск по уходу за ребенком, сотрудник должен написать заявление. К нему нужно приложить документы, которые подтверждают рождение ребенка или установление опеки.	Чтобы оформить отпуск по уходу за ребенком, сотрудник должен написать заявление. К нему нужно приложить документы, которые подтверждают рождение ребенка или установление опеки.	86	257961
12715	На основании полученных документов издайте приказ. Сведения об отпуске отразите в личной карточке сотрудника и табеле учета рабочего времени. В трудовую книжку запись о предоставлении отпуска вносить не нужно.	Чтобы оформить отпуск по уходу за ребенком, сотрудник должен написать заявление. К нему нужно приложить документы, которые подтверждают рождение ребенка или установление опеки.	86	257961
12715	Сотрудник может написать заявление на отпуск максимальной продолжительности – три года. Однако многие оформляют заявление на отпуск до 1,5 лет – в течение этого периода сотрудник имеет право получать пособие по уходу за ребенком. Ниже образцы заявлений на отпуск до 1,5 и 3 лет.	Чтобы оформить отпуск по уходу за ребенком, сотрудник должен написать заявление. К нему нужно приложить документы, которые подтверждают рождение ребенка или установление опеки.	86	257961
12715	К заявлению на отпуск по уходу приложите документы, которые подтверждают рождение ребенка или установление опеки. К этим документам относятся: свидетельство о рождении (усыновлении) ребенка и его копия или документ и его копия, подтверждающие факт рождения и регистрации ребенка, – при рождении ребенка на территории иностранного государства (выдает консульское учреждение России за границей, другое компетентное ведомство); свидетельство об усыновлении ребенка и его копия (при усыновлении ребенка); выписка из решения об установлении над ребенком опеки (предоставляет опекун); свидетельства о рождении (усыновлении, смерти) предыдущих детей и их копии (представляют сотрудницы, у которых уже есть (были) дети).	Чтобы оформить отпуск по уходу за ребенком, сотрудник должен написать заявление. К нему нужно приложить документы, которые подтверждают рождение ребенка или установление опеки.	86	257961
12715	К заявлению надо также приложить справку с места работы второго родителя или из органов соцзащиты по месту жительства. Эта справка нужна, если одновременно с отпуском сотрудник просит назначить ему пособие по уходу за ребенком до 1,5 лет. Аналогичная справка от обоих родителей потребуется, если отпуск и пособие оформляет не мама или папа, а другой родственник.	Чтобы оформить отпуск по уходу за ребенком, сотрудник должен написать заявление. К нему нужно приложить документы, которые подтверждают рождение ребенка или установление опеки.	86	257961
12715	Если сотрудник просит одновременно предоставить ему отпуск по уходу за ребенком и назначить соответствующее пособие, к заявлению он должен приложить справку с места работы второго родителя. В этой справке должно быть указано, что второй родитель такой отпуск не оформлял и пособие по уходу за ребенком до 1,5 лет не получает. Эту справку второй родитель получает у своего работодателя. Без такого документа назначить пособие по уходу за ребенком не получится.	Чтобы оформить отпуск по уходу за ребенком, сотрудник должен написать заявление. К нему нужно приложить документы, которые подтверждают рождение ребенка или установление опеки.	86	257961
12715	Если отпуск по уходу за ребенком оформляет не мама или папа, а другой родственник, то потребуются справки с мест работы родителей. Если отец или мать не работают, то такую справку они получают в органах соцзащиты по месту жительства (подп. «ж» п. 56 Порядка, утв. приказом Минтруда от 29.09.2020 № 668н).	Чтобы оформить отпуск по уходу за ребенком, сотрудник должен написать заявление. К нему нужно приложить документы, которые подтверждают рождение ребенка или установление опеки.	86	257961
12715	На основании заявления и документов, полученных от работника, издайте приказ на отпуск по форме № Т-6 или на самостоятельно разработанном бланке. В приказе дополнительно укажите решение о выплате пособия по уходу за ребенком до 1,5 лет и периоде его выплаты.	Чтобы оформить отпуск по уходу за ребенком, сотрудник должен написать заявление. К нему нужно приложить документы, которые подтверждают рождение ребенка или установление опеки.	86	257961
12715	В табеле учета рабочего времени дни отпуска по уходу за ребенком отражайте буквами «ОЖ» либо цифровым кодом «15» или иным кодом, самостоятельно разработанным организацией для подобного случая. Такие обозначения устанавливает раздел 2 указаний, утвержденных постановлением Госкомстата от 05.01.2004 № 1, их применяют, когда заполняют унифицированную форму табеля. Их же можно применять, если коммерческая организация заполняет табель по самостоятельно разработанной форме.	Чтобы оформить отпуск по уходу за ребенком, сотрудник должен написать заявление. К нему нужно приложить документы, которые подтверждают рождение ребенка или установление опеки.	86	257961
12715	Находясь в отпуске по уходу за ребенком, сотрудник может работать на условиях неполного рабочего времени. Тогда в табеле необходимо отразить оба действия. Чтобы показать отпуск по уходу за ребенком, в коммерческих организациях используют буквенный код «ОЖ» или цифровой код «15». Чтобы отметить в табеле, что сотрудник работает, используют буквенный код «Я» или цифровой код «01». Двойные коды можно проставить через слеш (/) или добавить в табель дополнительную строку (раздел 2 указаний, утв. постановлением Госкомстата от 05.01.2004 № 1, письмо Роструда от 18.03.2008 № 660-6-0). Ниже представлен образец, как заполнять табель учета рабочего времени при работе на условиях неполного рабочего времени в период отпуска по уходу за ребенком.	Чтобы оформить отпуск по уходу за ребенком, сотрудник должен написать заявление. К нему нужно приложить документы, которые подтверждают рождение ребенка или установление опеки.	86	257961
12715	Выйти из отпуска по уходу за ребенком до трех лет сотрудник может досрочно или после того, как закончится отпуск. Если работник выходит досрочно, то от него потребуется заявление.	Чтобы оформить отпуск по уходу за ребенком, сотрудник должен написать заявление. К нему нужно приложить документы, которые подтверждают рождение ребенка или установление опеки.	86	257961
12715	Когда сотрудник начинает трудиться на условиях неполного рабочего времени, отпуск прерывать не нужно. В этой ситуации сотрудник продолжает получать все положенные выплаты (ч. 3 ст. 256 ТК, ч. 2 ст. 11.1 Закона от 29.12.2006 № 255-ФЗ, п. 46 Порядка, утв. приказом Минтруда от 29.09.2020 № 668н). Образец заявления о выходе на работу на условиях неполного рабочего времени представлен ниже.	Чтобы оформить отпуск по уходу за ребенком, сотрудник должен написать заявление. К нему нужно приложить документы, которые подтверждают рождение ребенка или установление опеки.	86	257961
12715	Если же работник выходит на полный день, отпуск придется прервать. Подробности – в рекомендации Как оформить выход сотрудника на работу после отпуска по уходу за ребенком.	Чтобы оформить отпуск по уходу за ребенком, сотрудник должен написать заявление. К нему нужно приложить документы, которые подтверждают рождение ребенка или установление опеки.	86	257961
12715	Отпуск также надо приостановить, если сотрудник уходит в ежегодный оплачиваемый отпуск. Работник не может одновременно находиться в отпуске по уходу за ребенком и ежегодном оплачиваемом отпуске. То же самое касается ситуаций, когда сотрудник уходит на больничный – приносит больничный листок в связи с собственной болезнью или по беременности и родам. Во всех этих ситуациях отпуск по уходу за ребенком придется прервать, чтобы получать больничное или декретное пособие. Ниже представлены образцы заявлений для каждой ситуации.	Чтобы оформить отпуск по уходу за ребенком, сотрудник должен написать заявление. К нему нужно приложить документы, которые подтверждают рождение ребенка или установление опеки.	86	257961
15102	Заявление на отпуск по беременности и родам можно оформить отдельным документом, а можно внутри заявления о назначении пособия, которое оформляют обязательно. Специальных требований к оформлению заявления на отпуск по беременности и родам нет.	Унифицированного бланка заявления на отпуск по беременности и родам нет. Сотрудница пишет заявление в произвольной форме на имя руководителя. Текст заявления – просьба предоставить отпуск по беременности и родам. В заявлении сотрудница указывает даты начала и окончания отпуска по беременности и родам. Даты не могут выходить за пределы периода нетрудоспособности из больничного листа.	86	332466
15102	Унифицированного бланка заявления на отпуск по беременности и родам нет. Сотрудница пишет заявление в произвольной форме на имя руководителя. Текст заявления – просьба предоставить отпуск по беременности и родам. В заявлении сотрудница указывает даты начала и окончания отпуска по беременности и родам. Даты не могут выходить за пределы периода нетрудоспособности из больничного листа.	Унифицированного бланка заявления на отпуск по беременности и родам нет. Сотрудница пишет заявление в произвольной форме на имя руководителя. Текст заявления – просьба предоставить отпуск по беременности и родам. В заявлении сотрудница указывает даты начала и окончания отпуска по беременности и родам. Даты не могут выходить за пределы периода нетрудоспособности из больничного листа.	86	332466
15102	В заявлении сотрудница указывает номер и дату больничного листа, на основании которого надо предоставить декретный отпуск. Листок нетрудоспособности подтверждает право на отпуск и пособие (ч. 1 ст. 255 ТК, раздел VIII Порядка, утв. приказом Минздрава от 01.09.2020 № 925н). Сотрудница подписывает заявление. Рядом расшифровывает подпись и ставит дату.	Унифицированного бланка заявления на отпуск по беременности и родам нет. Сотрудница пишет заявление в произвольной форме на имя руководителя. Текст заявления – просьба предоставить отпуск по беременности и родам. В заявлении сотрудница указывает даты начала и окончания отпуска по беременности и родам. Даты не могут выходить за пределы периода нетрудоспособности из больничного листа.	86	332466
15102	Точный срок представления заявления на отпуск по беременности не указан ни в одном законе. От того, когда сотрудница подаст заявление, зависят даты отпуска по беременности и родам. Сотрудница вправе использовать дни отпуска в период, который указал врач в листке нетрудоспособности.	Унифицированного бланка заявления на отпуск по беременности и родам нет. Сотрудница пишет заявление в произвольной форме на имя руководителя. Текст заявления – просьба предоставить отпуск по беременности и родам. В заявлении сотрудница указывает даты начала и окончания отпуска по беременности и родам. Даты не могут выходить за пределы периода нетрудоспособности из больничного листа.	86	332466
15102	Закон не обязывает работодателя вести журнал учета заявлений на отпуск по беременности и родам. Решение о ведении журнала и порядок его оформления работодатель вправе принять самостоятельно и прописать в локальном документе. Например, положении о кадровом делопроизводстве.	Унифицированного бланка заявления на отпуск по беременности и родам нет. Сотрудница пишет заявление в произвольной форме на имя руководителя. Текст заявления – просьба предоставить отпуск по беременности и родам. В заявлении сотрудница указывает даты начала и окончания отпуска по беременности и родам. Даты не могут выходить за пределы периода нетрудоспособности из больничного листа.	86	332466
15105	Приказ о предоставлении отпуска по беременности и родам издайте по форме № Т-6 или по форме, которую разработали самостоятельно. Самостоятельно разработанный приказ должен содержать: шапку с реквизитами организации, название документа; суть приказа – предоставить отпуск по беременности и родам, указать даты начала и окончания этого отпуска; список оснований – заявление сотрудницы, больничный лист; должность, подпись, фамилия руководителя организации, дата; список сотрудников, которых следует ознакомить с приказом.	Приказ о предоставлении отпуска по беременности и родам издайте по форме № Т-6 или по форме, которую разработали самостоятельно. Самостоятельно разработанный приказ должен содержать: шапку с реквизитами организации, название документа; суть приказа – предоставить отпуск по беременности и родам, указать даты начала и окончания этого отпуска; список оснований – заявление сотрудницы, больничный лист; должность, подпись, фамилия руководителя организации, дата; список сотрудников, которых следует ознакомить с приказом.	86	332469
15105	Ознакомьте с приказом саму декретницу, а также ее непосредственного руководителя, начальника отдела кадров и главного бухгалтера. Они будут знать, какие коды ставить в табеле, какие выплаты оформить работнице, а также как решить вопрос с замещением сотрудницы на время декрета.	Приказ о предоставлении отпуска по беременности и родам издайте по форме № Т-6 или по форме, которую разработали самостоятельно. Самостоятельно разработанный приказ должен содержать: шапку с реквизитами организации, название документа; суть приказа – предоставить отпуск по беременности и родам, указать даты начала и окончания этого отпуска; список оснований – заявление сотрудницы, больничный лист; должность, подпись, фамилия руководителя организации, дата; список сотрудников, которых следует ознакомить с приказом.	86	332469
