	Query	Answer	MouseClass	MouseConfidence
973	по какой форме и в какой срок сдавать заявление о подтверждении основного вида деятельности?	Штраф ГИБДД может быть выписан как на организацию, так и на сотрудника. При расчете налога на прибыль и на упрощенке штраф не учитывайте. НДФЛ и взносы начисляйте, если организация уплачивает штраф за сотрудника или компенсирует ему расходы. В каких случаях к ответственности может быть привлечена организация, можно ли взыскать штраф с сотрудника и как отразить в учете – в рекомендации.                                                                                                                	0	0.9946844
974	по какой форме и в какой срок сдавать заявление о подтверждении основного вида деятельности?	В Госдуму внесли законопроект о повышении МРОТ с 1 января 2024 года. Изменить минимальный размер оплаты труда с опережением темпов роста прожиточного минимума ранее распорядился Президент в послании Федеральному Собранию.                                                                                                                                                                                                                                                                                       	0	0.99493814
975	по какой форме и в какой срок сдавать заявление о подтверждении основного вида деятельности?	За несвоевременную сдачу расчета налоговая инспекция может оштрафовать организацию или предпринимателя. Размер штрафа составляет 5 процентов от взносов, которые надо уплатить (доплатить) на основании данного расчета. При расчете штрафа из этой суммы инспекторы вычтут взносы, которые вы перечислили в бюджет в срок.                                                                                                                                                                                         	0	0.99490005
976	по какой форме и в какой срок сдавать заявление о подтверждении основного вида деятельности?	Гражданин может выполнять работы для организации или оказывать необходимые ей услуги внештатно. То есть не по трудовому договору, а по гражданско-правовому. Например, это может быть договор подряда или договор об оказании услуг. Вариантов много, и у каждого есть свои особенности. В рекомендации – как составить гражданско-правовой договор грамотно – так, чтобы учесть все его отличия от трудового.                                                                                                      	0	0.99481046
977	по какой форме и в какой срок сдавать заявление о подтверждении основного вида деятельности?	Уведомление для ЕНП по НДФЛ надо подать, если вы перечисляете налог как налоговый агент или как ИП платите НДФЛ на общей системе. Если физлицо платит НДФЛ самостоятельно, то подавать уведомление об исчисленных суммах налога не надо.                                                                                                                                                                                                                                                                            	0	0.99020386
978	по какой форме и в какой срок сдавать заявление о подтверждении основного вида деятельности?	При увольнении работника подайте в СФР сведения о трудовой деятельности по форме ЕФС-1 не позже следующего рабочего дня после даты издания приказа. Если работник выходит на пенсию, подайте на него в СФР сведения о стаже по форме ЕФС-1. Срок — три календарных дня со дня, когда сотрудник напишет заявление о представлении индивидуальных сведений, либо со дня поступления запроса от СФР. Остальные отчеты, в частности 6-НДФЛ, РСВ, персонифицированные сведения о физлицах, подайте в обычные сроки.      	0	0.9945543
979	по какой форме и в какой срок сдавать заявление о подтверждении основного вида деятельности?	Начиная с отчетности за 2020 год декларации по транспортному налогу подавать не нужно. С 2021 года вместо подачи деклараций организации и ИФНС будут обмениваться сообщениями о сумме налога и объектах налогообложения. В 2022 году можно подать декларации за периоды до 2020 года (включая уточненные) и уточненки к декларациям, которые сдали в 2020 году при реорганизации.                                                                                                                                   	0	0.9949706
980	по какой форме и в какой срок сдавать заявление о подтверждении основного вида деятельности?	Инвойс – счет оплаты по иностранным поставкам, аналог отечественного счета на оплату. Форма его может быть любой, но часто используют формуляр-образец унифицированного счета из Рекомендации ЕЭК ООН от 01.09.1983 № 6 (ECE/TRADE/148).                                                                                                                                                                                                                                                                            	0	0.9684497
981	по какой форме и в какой срок сдавать заявление о подтверждении основного вида деятельности?	Налог при УСН с объектом «доходы минус расходы» зависит от двух показателей – базы и ставки. В налоговую базу включают полученные доходы, далее вычитают расходы из перечня, потом базу умножают на ставку. В рекомендации – как посчитать авансовые платежи и налог по итогам года по обычной или пониженной ставке. О ставках на УСН и расчете платежей по повышенной ставке – в других рекомендациях.                                                                                                            	0	0.99497706
982	по какой форме и в какой срок сдавать заявление о подтверждении основного вида деятельности?	Деятельность рыбных хозяйств включает в себя получение из нереста мальков, разведения и выращивания из них рыб для продажи или для пополнения популяции. Какие виды хозяйств существуют, как в них вести учет рыб и мальков – в рекомендации.                                                                                                                                                                                                                                                                       	0	0.9946681
983	по какой форме и в какой срок сдавать заявление о подтверждении основного вида деятельности?	Доверенность понадобится, например, на период отсутствия директора или для подписания договора представителем в другом городе. Также она необходима для представления интересов в судебных инстанциях: для заседания, ознакомления с материалами дела и подачи документов. Для получения исполнительного листа у ФССП и предъявления его в банк также оформите доверенность. Она может быть генеральной и с ограниченными полномочиями. Составьте ее в произвольной форме с учетом обязательных реквизитов.         	0	0.99467367
984	по какой форме и в какой срок сдавать заявление о подтверждении основного вида деятельности?	Из рекомендации вы узнаете, как учитывать спецодежду, в каких случаях она относится на счета учета в состав запасов, когда – в состав основных средств. Чтобы выдать спецодежду работникам, определитесь, кому она положена по отраслевым нормам, и закрепите порядок выдачи в своих локальных актах. Организуйте учет выдачи.                                                                                                                                                                                      	0	0.9946696
985	по какой форме и в какой срок сдавать заявление о подтверждении основного вида деятельности?	 Форма: бланк формы С-1 «Сведения о вводе в эксплуатацию зданий и сооружений» за 2022 год утвержден приказом Росстата от 30.07.2021 № 464. С отчетности за январь 2023 года  – новая форма, утвержденная приказом Росстата от 14.10.2022 № 703. Код по ОКУД – 0612008.Сроки сдачи: ежемесячно, 1–3-го числа месяца, следующего за отчетным.                                                                                                                                                                         	0	0.9949685
986	по какой форме и в какой срок сдавать заявление о подтверждении основного вида деятельности?	В разделе 2 «Расчет исчисленных, удержанных и перечисленных сумм налога на доходы физических лиц» укажите обобщенные суммы дохода, исчисленного и удержанного налога. Раздел 2 заполняйте нарастающим итогом за I квартал, полугодие, девять месяцев и год. Для каждой налоговой ставки и КБК заполните отдельный раздел 2 (письмо ФНС от 17.09.2021 № БС-4-11/13297@).                                                                                                                                             	0	0.9949072
987	по какой форме и в какой срок сдавать заявление о подтверждении основного вида деятельности?	Сначала проверьте, имеете ли вы право установить сотруднику испытание. Если такое право есть, пропишите условие об испытании в трудовом договоре и приказе о приеме на работу. Также в этих документах укажите срок испытания. После того как испытание завершится, оформите его итоги.                                                                                                                                                                                                                             	0	0.99449074
988	по какой форме и в какой срок сдавать заявление о подтверждении основного вида деятельности?	Выдавать сведения о трудовой деятельности по форме СТД-Р надо не всем сотрудникам, а только тем из них, кто отказался от бумажной трудовой книжки и подал заявление о предоставлении сведений о трудовой деятельности на основании статьи 66.1 ТК. Сведения необходимо выдать в двух случаях:при увольнении;в период работы по заявлению работника.                                                                                                                                                                 	0	0.98691213
989	по какой форме и в какой срок сдавать заявление о подтверждении основного вида деятельности?	Сумма налога по патенту ИП зависит от размера потенциально возможного к получению годового дохода, ставки налога по ПСН и срока действия патента. Размер потенциально возможного годового дохода регионы могут установить в зависимости от территории, где ведется деятельность. Потенциально возможный годовой доход по регионам и видам деятельности смотрите в справочнике. В каких регионах в 2023 году ИП имеют право на нулевую ставку налога – в таблице.                                                    	0	0.9948549
990	по какой форме и в какой срок сдавать заявление о подтверждении основного вида деятельности?	По общему правилу суммарная ставка налога на прибыль составляет 20 процентов. Из них с 2017 по 2030 годы в федеральный бюджет зачисляется сумма налога по ставке 3 процента. В региональные бюджеты зачисляются суммы налога по ставке 17 процентов.                                                                                                                                                                                                                                                                	0	0.99475753
991	по какой форме и в какой срок сдавать заявление о подтверждении основного вида деятельности?	При допущении ошибки по операциям реализации или поступлению надо отсторнировать сумму НДС. Для этого надо оформить к данному документу исправленный счет-фактуру. Подробности учета — в рекомендации.При возврате товара, уменьшении цены, количества товара составляется корректировочный счет-фактура. На основании него также будет запись сторно НДС у обеих сторон сделки. Подробности – в рекомендации.                                                                                                      	0	0.9949384
992	по какой форме и в какой срок сдавать заявление о подтверждении основного вида деятельности?	Уведомление по ЕНП сдают ежемесячно не позднее 25 числа месяца в ИФНС по месту регистрации головного офиса компании или по месту жительства ИП. В рекомендации:по каким платежам подавать уведомление;какие КБК ставить;справочник со сроками;форма и образцы;как исправить ошибки;как заменить уведомление платежкой.                                                                                                                                                                                              	0	0.9693104
993	по какой форме и в какой срок сдавать заявление о подтверждении основного вида деятельности?	На директора нужно подать СЗВ-ТД при приеме, увольнении, других кадровых перемещениях, а также в случае, если директор подал заявление о выборе способа ведения трудовой книжки. Отчет подают на всех зарегистрированных лиц. К ним относится и директор (п. 1.4 Порядка заполнения СЗВ-ТД, утв. постановлением Правления ПФР от 25.12.2019 № 730п).                                                                                                                                                                	0	0.99481636
994	по какой форме и в какой срок сдавать заявление о подтверждении основного вида деятельности?	Перечень товаров и упаковки, по которым нужно уплатить экологический сбор утвердили распоряжением Правительства от 31.12.2020 № 3721-р. Если товара или упаковки нет в перечне, платить экологический сбор не нужно. Производители и импортеры отвечают за упаковку из перечня, в которую упаковывают товары, даже если самих товаров в перечне нет. Например, товар – йогурт, а упаковка – пластиковый стаканчик, тогда нужно оплатить экосбор за стаканчики для йогурта.                                          	0	0.99485886
995	по какой форме и в какой срок сдавать заявление о подтверждении основного вида деятельности?	Учет ущерба зависит от наличия виновных лиц, а также от того, кто возмещает: виновная сторона или страховая организация. Читайте в рекомендации, какими документами оформить факт причинения имуществу вреда, какими проводками отразить ущерб и его возмещение, а также как ущерб учесть для целей налога на прибыль, НДС и УСН.                                                                                                                                                                                   	0	0.9949425
996	по какой форме и в какой срок сдавать заявление о подтверждении основного вида деятельности?	Если директор работает в компании по трудовому договору, ему нужно платить зарплату. Отказаться от нее директор не вправе. Зарплата должна быть не меньше федерального МРОТ – в 2022 году он составляет составляет 13 890 руб. Если в регионе действует МРОТ другого размера, зарплату нужно рассчитать по нему. Исключение, когда зарплату директору можно не платить: если единственный учредитель общества возложил на себя обязанности директора приказом, в котором нет оговорки об оплате (ст. 133.1 ТК).     	0	0.99485695
997	по какой форме и в какой срок сдавать заявление о подтверждении основного вида деятельности?	Компенсация питания не входит в перечень расходов, которые работодатель обязан возместить сотруднику. При направлении в командировку работнику положены суточные. Таким образом, суточные фактически компенсируют сотруднику расходы на питание. Если же стоимость питания включена в счет гостиницы и не выделена отдельно, вы можете оплатить всю сумму счета за проживание и учесть ее в расходах.                                                                                                               	0	0.99488515
998	по какой форме и в какой срок сдавать заявление о подтверждении основного вида деятельности?	Деятельность рыбных хозяйств включает в себя получение из нереста мальков, разведения и выращивания из них рыб для продажи или для пополнения популяции. Какие виды хозяйств существуют, как в них вести учет рыб и мальков – в рекомендации.                                                                                                                                                                                                                                                                       	0	0.9946681
999	по какой форме и в какой срок сдавать заявление о подтверждении основного вида деятельности?	Штатное расписание применяйте, чтобы оформить структуру, штатный состав и штатную численность организации. В рекомендации – кто составляет штатное расписание, в какой форме и на какой срок, а также как изменить штатное расписание и составить штатную расстановку.                                                                                                                                                                                                                                              	0	0.99439764
1000	по какой форме и в какой срок сдавать заявление о подтверждении основного вида деятельности?	За счет ЕНП нужно уплачивать:налоги, в том числе НДФЛ за работников;авансовые платежи по налогам;страховые взносы, кроме взносов на травматизм;сборы;пени, штрафы и проценты по налогам, сборам и страховым взносам.                                                                                                                                                                                                                                                                                                	0	0.9946955
1001	по какой форме и в какой срок сдавать заявление о подтверждении основного вида деятельности?	Налог при УСН с объектом «доходы минус расходы» зависит от двух показателей – базы и ставки. В налоговую базу включают полученные доходы, далее вычитают расходы из перечня, потом базу умножают на ставку. В рекомендации – как посчитать авансовые платежи и налог по итогам года по обычной или пониженной ставке. О ставках на УСН и расчете платежей по повышенной ставке – в других рекомендациях.                                                                                                            	0	0.99497706
1002	по какой форме и в какой срок сдавать заявление о подтверждении основного вида деятельности?	Ремонт и реконструкцию в бухгалтерском и налоговом учете отражают по-разному. Ремонт не меняет свойства объекта, его цель – устранить неисправность и восстановить работоспособность. Реконструкция меняет технологические свойства, увеличивает экономические показатели объекта. Виды работ, которые суды относят к ремонту и реконструкции, – в справочнике ниже. Аргументы сторон помогут отстоять право сразу полностью учесть расходы в налоговом учете как расходы на ремонт.                                	0	0.99495935
1003	по какой форме и в какой срок сдавать заявление о подтверждении основного вида деятельности?	В связи с мобилизацией директора — единственного учредителя организации и ИП переносятся сроки уплаты налогов, сборов и страховых взносов, в том числе взносов за ИП и «на травматизм». Сроки уплаты, которые выпали на период мобилизации,переносят на 28-е число третьего месяца, следующего за месяцем окончания периода мобилизации или увольнения с военной службы. Это предусмотрено подпунктами «а» и «б» пункта 1 постановления Правительства от 20.10.2022 № 1874.                                         	0	0.99487585
1004	по какой форме и в какой срок сдавать заявление о подтверждении основного вида деятельности?	Возвратные отходы – это остатки материалов, которые могут образоваться в процессе производства продукции, работ или услуг. В рекомендации – как отразить возвратные отходы в бухучете и при расчете налогов. Вы узнаете, какими документами  их оприходовать, как определить их стоимость и учесть реализацию на сторону.                                                                                                                                                                                           	0	0.99490994
1005	по какой форме и в какой срок сдавать заявление о подтверждении основного вида деятельности?	Уточненные расчеты 6-НДФЛ составьте и сдайте по форме, которая действовала в периоде, когда допустили ошибку (п. 6 ст. 81 НК). Какие именно формы использовать, как заполнить и когда сдать уточненку — ниже.                                                                                                                                                                                                                                                                                                       	0	0.994974
1006	по какой форме и в какой срок сдавать заявление о подтверждении основного вида деятельности?	Если отчетные периоды установлены региональным законом, то в течение года организация должна рассчитывать авансовые платежи. Например, это Московская область (п. 1 ст. 2 Закона Московской области от 16.11.2002 № 129/2002-О). Об этом сказано в пункте 2.1 статьи 362 НК.                                                                                                                                                                                                                                        	0	0.99482733
1007	по какой форме и в какой срок сдавать заявление о подтверждении основного вида деятельности?	При приеме на работу или увольнении сотрудника сдайте СЗВ-ТД не позднее рабочего дня, который следует за днем издания приказа или другого документа об оформлении или прекращении трудовых отношений. При переводе на другую постоянную работу, переименовании организации или подаче заявления о выборе формы трудовой книжки — не позднее 15-го числа месяца, следующего за месяцем, в котором имели место кадровые мероприятия.                                                                                  	0	0.9945839
1008	по какой форме и в какой срок сдавать заявление о подтверждении основного вида деятельности?	Перечень рекламных расходов, которые не нужно нормировать в налоговом учете, приведен в пункте 4 статьи 264 НК. Так, при расчете налога на прибыль и УСН можно учесть в полном объеме расходы на рекламу через СМИ, информационно-телекоммуникационные сети, в том числе интернет, а также при кино- и видеообслуживании (письма Минфина от 19.11.2012 № 03-03-06/1/591, от 21.03.2019 № 03-03-07/18919).                                                                                                           	0	0.9946214
1009	по какой форме и в какой срок сдавать заявление о подтверждении основного вида деятельности?	Персонифицированные сведения нужно сдавать в ИФНС. ИП и КФХ сдают отчет в ИНФС по месту жительства. Юрлица — по своему месту нахождения (п. 3 ст. 83, п. 7 ст. 431 НК). Отдельные правила установлены для обособленных подразделений и способов сдачи отчета.                                                                                                                                                                                                                                                       	0	0.9947916
1010	по какой форме и в какой срок сдавать заявление о подтверждении основного вида деятельности?	Взносы на обязательное пенсионное, социальное и медицинское страхование на больничное пособие не начисляйте. Тот же порядок действует и для взносов на страхование от несчастных случаев и профзаболеваний (подп. 1 п. 1 ст. 422 НК, подп. 1 п. 1 ст. 20.2 Закона от 24.07.1998 № 125-ФЗ). Пособие за счет работодателя нужно отразить в РСВ.                                                                                                                                                                       	0	0.9949378
1011	по какой форме и в какой срок сдавать заявление о подтверждении основного вида деятельности?	Нулевой 6-НДФЛ не представляйте. Расчет обязаны представлять налоговые агенты. Если организация или ИП не начисляли и не выдавали деньги физлицам, то статуса у них такого нет. Так как обязанности налогового агента нет, расчет 6-НДФЛ, в том числе нулевой, представлять в инспекцию не нужно.                                                                                                                                                                                                                   	0	0.99491775
1012	по какой форме и в какой срок сдавать заявление о подтверждении основного вида деятельности?	Налогоплательщикам не надо определять, в какую именно ИФНС следует заплатить транспортный налог и авансовые платежи по нему. Достаточно правильно рассчитать налоговые обязательства и перечислить деньги на единый налоговый счет (ЕНС). Инспекторы самостоятельно распределят поступившие средства по соответствующим бюджетам. Такие правила действуют с 2023 года (ст. 11.3 НК).                                                                                                                                	0	0.9949033
1013	по какой форме и в какой срок сдавать заявление о подтверждении основного вида деятельности?	Перечислить НДФЛ с больничного нужно в составе ЕНП в установленный срок (п. 6 ст. 226 НК). Срок уплаты НДФЛ зависит от того, когда вы выплатили доход и удержали налог. Если пособие выплатили и удержали налог с него 23 марта, то НДФЛ с этого дохода нужно включить в уведомление об исчисленных суммах, которое налоговый агент должен представить в инспекцию не позднее 25 апреля. Срок уплаты и списания суммы НДФЛ с ЕНС в данном случае – 28 апреля.                                                       	0	0.9949362
1014	по какой форме и в какой срок сдавать заявление о подтверждении основного вида деятельности?	При поступлении имущества на хранение право собственности на него к хранителю не переходит, поэтому по нему у него не возникают объекты налогообложения ни по НДС, ни по налогу на прибыль (п. 1 ст. 886 ГК, ст. 39, 146, 247 НК). При расчете налога на прибыль хранитель учитывает:в доходах — вознаграждение за хранение, компенсацию расходов;в расходах — расходы, связанные с хранением, и компенсацию убытков поклажедателя.                                                                                 	0	0.99478275
1015	по какой форме и в какой срок сдавать заявление о подтверждении основного вида деятельности?	Субъекты России вправе устанавливать повышенный МРОТ. И в этом случае зарплата должна быть не ниже регионального минимума. Если в регионе МРОТ не установлен, применяйте федеральный — с 1 января 2023 года он составляет 16 242 руб. в месяц. Значения минимальной зарплаты во всех регионах смотрите в справочнике.                                                                                                                                                                                               	0	0.99490404
1016	по какой форме и в какой срок сдавать заявление о подтверждении основного вида деятельности?	Мы собрали ответы на самые частые запросы в Системе про НДФЛ: о последних изменениях, налогооблагаемых доходах, отчетности. Все, что нужно знать бухгалтеру об НДФЛ, – в этой рекомендации.                                                                                                                                                                                                                                                                                                                         	0	0.99457705
1017	по какой форме и в какой срок сдавать заявление о подтверждении основного вида деятельности?	В рекомендации – полный путеводитель, как пройти сверку с налоговой инспекцией и узнать сальдо расчетов по ЕНП и ЕНС. Вы получите образцы заявлений для каждого случая и инструкции, как узнать, расшифровать и урегулировать сальдо, а также отразить итоги сверки в учете.                                                                                                                                                                                                                                        	0	0.9947896
1018	по какой форме и в какой срок сдавать заявление о подтверждении основного вида деятельности?	Декларацию 3-НДФЛ сдают плательщики НДФЛ в двух случаях. Первый – когда физлицо платит налог с полученных им доходов самостоятельно. Второй – физлицо заявляет вычет или возвращает переплату. Как заполнить декларацию и отправить в инспекцию – в рекомендации.                                                                                                                                                                                                                                                   	0	0.9949543
1019	по какой форме и в какой срок сдавать заявление о подтверждении основного вида деятельности?	В рекомендации — инструкция по заполнению путевых листов и образцы заполнения с учетом новых правил. Вы узнаете, как заполнить каждый реквизит и какие штрафы грозят за отсутствие путевого листа. Избежать опасных ошибок поможет памятка и чек-лист.                                                                                                                                                                                                                                                              	0	0.994928
